0,2
0.001,2
0.002,2
0.003,2
0.004,2
0.005,2
0.006,2
0.007,2
0.008,2
0.009,2
0.01,2
0.011,2
0.012,2
0.013,2
0.014,2
0.015,2
0.016,2
0.017,2
0.018,2
0.019,2
0.02,2
0.021,2
0.022,2
0.023,2
0.024,2
0.025,2
0.026,2
0.027,2
0.028,2
0.029,2
0.03,2
0.031,2
0.032,2
0.033,2
0.034,2
0.035,2
0.036,2
0.037,2
0.038,2
0.039,2
0.04,2
0.041,2
0.042,2
0.043,2
0.044,2
0.045,2
0.046,2
0.047,2
0.048,2
0.049,2
0.05,2
0.051,2
0.052,2
0.053,2
0.054,2
0.055,2
0.056,2
0.057,2
0.058,2
0.059,2
0.06,2
0.061,2
0.062,2
0.0629999,2
0.064,2
0.065,2
0.066,2
0.067,2
0.068,2
0.069,2
0.07,2
0.071,2
0.072,2
0.073,2
0.074,2
0.075,2
0.076,2
0.077,2
0.078,2
0.079,2
0.08,2
0.081,2
0.082,2
0.083,2
0.084,2
0.085,2
0.086,2
0.087,2
0.088,2
0.089,2
0.09,2
0.091,2
0.092,2
0.093,2
0.094,2
0.095,2
0.096,2
0.097,2
0.098,2
0.099,2
0.1,2
0.101,2
0.102,2
0.103,2
0.104,2
0.105,2
0.106,2
0.107,2
0.108,2
0.109,2
0.11,2
0.111,2
0.112,2
0.113,2
0.114,2
0.115,2
0.116,2
0.117,2
0.118,2
0.119,2
0.12,2
0.121,2
0.122,2
0.123,2
0.124,2
0.125,2
0.126,2
0.127,2
0.128,2
0.129,2
0.13,2
0.131,2
0.132,2
0.133,2
0.134,2
0.135,2
0.136,2
0.137,2
0.138,2
0.139,2
0.14,2
0.141,2
0.142,2
0.143,2
0.144,2
0.145,2
0.146,2
0.147,2
0.148,2
0.149,2
0.15,2
0.151,2
0.152,2
0.153,2
0.154,2
0.155,2
0.156,2
0.157,2
0.158,2
0.159,2
0.16,2
0.161,2
0.162,2
0.163,2
0.164,2
0.165,2
0.166,2
0.167,2
0.168,2
0.169,2
0.17,2
0.171,2
0.172,2
0.173,2
0.174,2
0.175,2
0.176,2
0.177,2
0.178,2
0.179,2
0.18,2
0.181,2
0.182,2
0.183,2
0.184,2
0.185,2
0.186,2
0.187,2
0.188,2
0.189,2
0.19,2
0.191,2
0.192,2
0.193,2
0.194,2
0.195,2
0.196,2
0.197,2
0.198,2
0.199,2
0.2,2
0.201,2
0.202,2
0.203,2
0.204,2
0.205,2
0.206,2
0.207,2
0.208,2
0.209,2
0.21,2
0.211,2
0.212,2
0.213,2
0.214,2
0.215,2
0.216,2
0.217,2
0.218,2
0.219,2
0.22,2
0.221,2
0.222,2
0.223,2
0.224,2
0.225,2
0.226,2
0.227,2
0.228,2
0.229,2
0.23,2
0.231,2
0.232,2
0.233,2
0.234,2
0.235,2
0.236,2
0.237,2
0.238,2
0.239,2
0.24,2
0.241,2
0.242,2
0.243,-2
0.244,-2
0.245,-2
0.246,-2
0.247,-2
0.248,-2
0.249,-2
0.25,-2
0.251,-2
0.252,-2
0.253,-2
0.254,-2
0.255,-2
0.256,-2
0.257,-2
0.258,-2
0.259,-2
0.26,-2
0.261,-2
0.262,-2
0.263,-2
0.264,-2
0.265,-2
0.266,-2
0.267,-2
0.268,-2
0.269,-2
0.27,-2
0.271,-2
0.272,-2
0.273,-2
0.274,-2
0.275,-2
0.276,-2
0.277,-2
0.278,-2
0.279,-2
0.28,-2
0.281,-2
0.282,-2
0.283,-2
0.284,-2
0.285,-2
0.286,-2
0.287,-2
0.288,-2
0.289,-2
0.29,-2
0.291,-2
0.292,-2
0.293,-2
0.294,-2
0.295,-2
0.296,-2
0.297,-2
0.298,-2
0.299,-2
0.3,-2
0.301,-2
0.302,-2
0.303,-2
0.304,-2
0.305,-2
0.306,-2
0.307,-2
0.308,-2
0.309,-2
0.31,-2
0.311,-2
0.312,-2
0.313,-2
0.314,-2
0.314999,-2
0.315999,-2
0.316999,-2
0.317999,-2
0.318999,-2
0.319999,-2
0.320999,-2
0.321999,-2
0.322999,-2
0.323999,-2
0.324999,-2
0.325999,-2
0.326999,-2
0.327999,-2
0.328999,-2
0.329999,-2
0.330999,-2
0.331999,-2
0.332999,-2
0.333999,-2
0.334999,-2
0.335999,-2
0.336999,-2
0.337999,-2
0.338999,-2
0.339999,-2
0.340999,-2
0.341999,-2
0.342999,-2
0.343999,-2
0.344999,-2
0.345999,-2
0.346999,-2
0.347999,-2
0.348999,-2
0.349999,-2
0.350999,-2
0.351999,-2
0.352999,-2
0.353999,-2
0.354999,-2
0.355999,-2
0.356999,-2
0.357999,-2
0.358999,-2
0.359999,-2
0.360999,-2
0.361999,-2
0.362999,-2
0.363999,-2
0.364999,-2
0.365999,-2
0.366999,-2
0.367999,-2
0.368999,-2
0.369999,-2
0.370999,-2
0.371999,-2
0.372999,-2
0.373999,-2
0.374999,-2
0.375999,-2
0.376999,-2
0.377999,-2
0.378999,-2
0.379999,-2
0.380999,-2
0.381999,-2
0.382999,-2
0.383999,-2
0.384999,-2
0.385999,-2
0.386999,-2
0.387999,-2
0.388999,-2
0.389999,-2
0.390999,-2
0.391998,-2
0.392998,-2
0.393998,-2
0.394998,-2
0.395998,-2
